Measure,Time,Ethnicity,Ethnicity_type,Geography_name,Geography_code,Geography_type,Value,Numerator,Denominator
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.41,1265,309392
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.89,2768,309392
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,1.55,4805,309392
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Bromley,E09000006,Local Authority,3.17,9819,309392
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Bromley,E09000006,Local Authority,2.14,6609,309392
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.73,2258,309392
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Bromley,E09000006,Local Authority,1.26,3897,309392
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.43,1335,309392
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.97,3016,309392
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.86,2649,309392
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Bromley,E09000006,Local Authority,77.4,239478,309392
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Bromley,E09000006,Local Authority,1.44,4463,309392
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.19,580,309392
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,5.28,16349,309392
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.28,870,309392
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.65,2002,309392
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Bromley,E09000006,Local Authority,5.19,16067,309392
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Bromley,E09000006,Local Authority,6.04,18686,309392
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Bromley,E09000006,Local Authority,3.52,10897,309392
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Bromley,E09000006,Local Authority,84.32,260870,309392
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Bromley,E09000006,Local Authority,0.93,2872,309392
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.44,6215,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.09,1014,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.28,1265,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.7,2768,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.57,4805,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.99,9819,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Bromley,E09000006,Local Authority,1.11,6609,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.81,2258,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.91,3897,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.8,1335,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.88,3016,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.91,2649,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.53,239478,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.84,4463,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Bromley,E09000006,Local Authority,1.01,580,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.66,16349,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.38,870,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Bromley,E09000006,Local Authority,0.6,2002,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Bromley,E09000006,Local Authority,0.38,16067,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Bromley,E09000006,Local Authority,1,18686,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Bromley,E09000006,Local Authority,0.89,10897,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Bromley,E09000006,Local Authority,0.54,260870,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Bromley,E09000006,Local Authority,0.51,2872,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Camden,E09000007,Local Authority,2.76,6083,220338
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Camden,E09000007,Local Authority,0.68,1489,220338
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Camden,E09000007,Local Authority,5.67,12503,220338
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Camden,E09000007,Local Authority,2.95,6493,220338
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Camden,E09000007,Local Authority,4.03,8878,220338
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Camden,E09000007,Local Authority,4.9,10802,220338
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Camden,E09000007,Local Authority,1.59,3496,220338
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.71,3762,220338
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Camden,E09000007,Local Authority,1.13,2494,220338
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Camden,E09000007,Local Authority,0.82,1800,220338
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Camden,E09000007,Local Authority,1.76,3880,220338
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.88,4148,220338
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Camden,E09000007,Local Authority,43.99,96937,220338
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Camden,E09000007,Local Authority,3.2,7053,220338
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Camden,E09000007,Local Authority,0.08,167,220338
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Camden,E09000007,Local Authority,19.02,41898,220338
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Camden,E09000007,Local Authority,1.56,3432,220338
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Camden,E09000007,Local Authority,2.28,5023,220338
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Camden,E09000007,Local Authority,16.09,35446,220338
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Camden,E09000007,Local Authority,8.2,18060,220338
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Camden,E09000007,Local Authority,5.59,12322,220338
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Camden,E09000007,Local Authority,66.29,146055,220338
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Camden,E09000007,Local Authority,3.84,8455,220338
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Camden,E09000007,Local Authority,0.43,6083,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Camden,E09000007,Local Authority,0.13,1489,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Camden,E09000007,Local Authority,2.8,12503,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Camden,E09000007,Local Authority,1.65,6493,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.06,8878,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Camden,E09000007,Local Authority,1.09,10802,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Camden,E09000007,Local Authority,0.59,3496,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.34,3762,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Camden,E09000007,Local Authority,0.58,2494,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Camden,E09000007,Local Authority,1.08,1800,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Camden,E09000007,Local Authority,1.14,3880,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.43,4148,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Camden,E09000007,Local Authority,0.21,96937,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Camden,E09000007,Local Authority,1.33,7053,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Camden,E09000007,Local Authority,0.29,167,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Camden,E09000007,Local Authority,1.69,41898,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Camden,E09000007,Local Authority,1.49,3432,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Camden,E09000007,Local Authority,1.51,5023,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Camden,E09000007,Local Authority,0.84,35446,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Camden,E09000007,Local Authority,0.97,18060,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Camden,E09000007,Local Authority,1.01,12322,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Camden,E09000007,Local Authority,0.3,146055,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Camden,E09000007,Local Authority,1.5,8455,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Croydon,E09000008,Local Authority,6.79,24660,363378
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Croydon,E09000008,Local Authority,2.99,10865,363378
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Croydon,E09000008,Local Authority,0.71,2570,363378
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Croydon,E09000008,Local Authority,1.08,3925,363378
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Croydon,E09000008,Local Authority,4.85,17607,363378
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Croydon,E09000008,Local Authority,7.98,28981,363378
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Croydon,E09000008,Local Authority,8.62,31320,363378
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Croydon,E09000008,Local Authority,3.57,12955,363378
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Croydon,E09000008,Local Authority,2.66,9650,363378
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Croydon,E09000008,Local Authority,0.9,3279,363378
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Croydon,E09000008,Local Authority,1.41,5140,363378
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Croydon,E09000008,Local Authority,1.6,5826,363378
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Croydon,E09000008,Local Authority,47.26,171740,363378
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Croydon,E09000008,Local Authority,1.48,5369,363378
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Croydon,E09000008,Local Authority,0.06,234,363378
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Croydon,E09000008,Local Authority,6.29,22852,363378
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Croydon,E09000008,Local Authority,0.47,1701,363378
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Croydon,E09000008,Local Authority,1.29,4704,363378
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Croydon,E09000008,Local Authority,16.41,59627,363378
